"","Compound","Matrix","n","u_ref","av_bias","sd_bias","UoB","Significance"
"236","Dichlorvos","Orange",21,0.290957186981323,3.22666666666667,2.60866930743541,2.62484506975395,"Insignificant"
"237","Dichlorvos","Spinach",14,0.356348322549899,1.89714285714286,2.25543781909406,2.28341496070773,"Insignificant"
"238","Dichlorvos","Strawberries",21,0.290957186981323,1.11492063492064,2.25053663206692,2.26926666941795,"Insignificant"
"239","Dicloran","Apple",21,0.290957186981323,-1.08380952380952,5.79782509851892,5.80512118371977,"Insignificant"
"240","Dicloran","Avocado",21,0.290957186981323,0.41460317460318,7.74241409927524,7.74787920461543,"Insignificant"
"241","Dicloran","Carrot",21,0.290957186981323,-2.75809523809524,2.84128073066992,2.85613940050766,"Insignificant"
"242","Dicloran","Onion",21,0.290957186981323,1.59111111111111,5.29129655748563,5.29929007923848,"Insignificant"
"243","Dicloran","Orange",21,0.290957186981323,-0.902857142857141,5.12857813148963,5.1368248690655,"Insignificant"
"244","Dicloran","Spinach",14,0.356348322549899,-0.195238095238091,5.19391782930597,5.20612778795974,"Insignificant"
"245","Dicloran","Strawberries",21,0.290957186981323,-3.37968253968254,9.31986420411096,9.32440479964941,"Insignificant"
"246","Dicofol (raw)","Apple",21,0.290957186981323,-5.08126984126984,4.81798280475121,4.82676023762673,"Insignificant"
"247","Dicofol (raw)","Avocado",21,0.290957186981323,-10.4260317460317,20.3659377834398,20.3680160517316,"Insignificant"
"248","Dicofol (raw)","Carrot",21,0.290957186981323,-0.0177777777777707,4.6380289555578,4.6471462939366,"Insignificant"
"249","Dicofol (raw)","Onion",21,0.290957186981323,-0.0799999999999962,5.39827462147758,5.40610996683798,"Insignificant"
"250","Dicofol (raw)","Orange",21,0.290957186981323,-0.319365079365075,3.39102469256838,3.40348417805409,"Insignificant"
"251","Dicofol (raw)","Spinach",14,0.356348322549899,-2.51047619047619,3.29395168521302,3.31317096321664,"Insignificant"
"252","Dicofol (raw)","Strawberries",19,0.305887645160749,-2.50175438596491,4.31850273670627,4.3293224802966,"Insignificant"
"253","Dieldrin (raw)","Apple",21,0.290957186981323,6.05460317460318,11.7623247171349,11.76592277877,"Insignificant"
"254","Dieldrin (raw)","Avocado",21,0.290957186981323,5.79301587301588,19.6984198436987,19.7005685304582,"Insignificant"
"255","Dieldrin (raw)","Carrot",21,0.290957186981323,9.34095238095239,17.0805904511153,17.0830684083213,"Insignificant"
"256","Dieldrin (raw)","Onion",19,0.305887645160749,10.0035087719298,5.97931552646641,5.98713465829058,"Insignificant"
"257","Dieldrin (raw)","Orange",21,0.290957186981323,1.53968253968254,13.7451597098664,13.7482388521,"Insignificant"
"258","Dieldrin (raw)","Spinach",14,0.356348322549899,-10.3142857142857,12.4326503853521,12.4377562177179,"Insignificant"
"259","Dieldrin (raw)","Strawberries",21,0.290957186981323,5.22222222222223,13.4665262918976,13.469669129382,"Insignificant"
"260","Difenoconazole","Apple",21,0.290957186981323,1.81269841269842,3.56550754047219,3.57735937610692,"Insignificant"
"261","Difenoconazole","Avocado",21,0.290957186981323,-12.1536507936508,14.9620887543879,14.9649175065831,"Insignificant"
"262","Difenoconazole","Carrot",21,0.290957186981323,1.21142857142858,3.07877691650228,3.09249468653438,"Insignificant"
"263","Difenoconazole","Onion",21,0.290957186981323,0.949841269841275,3.16494382540819,3.17828971345368,"Insignificant"
"264","Difenoconazole","Orange",21,0.290957186981323,-1.74920634920635,4.75673579776462,4.76562603803441,"Insignificant"
"265","Difenoconazole","Spinach",14,0.356348322549899,3.14857142857143,2.4847699215182,2.51019236112806,"Insignificant"
"266","Difenoconazole","Strawberries",15,0.344265186329548,-2.44888888888888,1.37072953966108,1.41330038895416,"Insignificant"
"267","Dimethoate (raw)","Apple",21,0.290957186981323,2.19301587301588,9.02652448834125,9.03121256660923,"Insignificant"
"268","Dimethoate (raw)","Avocado",21,0.290957186981323,-10.4298412698413,10.4762019451597,10.4802415659384,"Insignificant"
"269","Dimethoate (raw)","Carrot",20,0.298142396999972,0.384666666666671,3.88992226203537,3.90133106690105,"Insignificant"
"270","Dimethoate (raw)","Onion",21,0.290957186981323,-2.9968253968254,6.03348273076453,6.0404941807016,"Insignificant"
"271","Dimethoate (raw)","Orange",21,0.290957186981323,-4.58349206349206,8.64532233678296,8.65021701412944,"Insignificant"
"272","Dimethoate (raw)","Spinach",14,0.356348322549899,0.260952380952384,5.1823572217309,5.19459435380767,"Insignificant"
"273","Dimethoate (raw)","Strawberries",21,0.290957186981323,-3.79174603174603,5.71556545458177,5.72296641177148,"Insignificant"
"274","Dimethomorph","Apple",17,0.323380833381777,1.01254901960785,2.52789535027872,2.54849564750648,"Insignificant"
"275","Dimethomorph","Avocado",21,0.290957186981323,-19.3250793650794,17.6450783701244,17.6474770653623,"Insignificant"
"276","Dimethomorph","Carrot",20,0.298142396999972,1.75866666666667,3.78269349253671,3.79442471889593,"Insignificant"
"277","Dimethomorph","Onion",21,0.290957186981323,0.496507936507941,3.63822888477202,3.6498445860948,"Insignificant"
"278","Dimethomorph","Orange",21,0.290957186981323,-4.36825396825397,6.22741819332036,6.23421153307725,"Insignificant"
"279","Dimethomorph","Spinach",14,0.356348322549899,-1.49238095238095,3.67908001984597,3.69629732562384,"Insignificant"
"280","Dimethomorph","Strawberries",21,0.290957186981323,-1.26920634920635,4.88073149171104,4.88939627958667,"Insignificant"
"281","Diphenylamine","Apple",18,0.314269680527355,-2.68296296296296,3.21807170144976,3.23338072422202,"Insignificant"
"282","Diphenylamine","Avocado",21,0.290957186981323,2.28761904761905,5.81699818948811,5.82427025653549,"Insignificant"
"283","Diphenylamine","Carrot",21,0.290957186981323,-0.938412698412695,3.08484316529988,3.09853407906924,"Insignificant"
"284","Diphenylamine","Onion",21,0.290957186981323,-0.484444444444441,4.48794599558186,4.49736760159933,"Insignificant"
"285","Diphenylamine","Orange",21,0.290957186981323,3.96063492063492,4.81967721591483,4.8284515685947,"Insignificant"
"286","Diphenylamine","Spinach",14,0.356348322549899,2.89714285714286,3.95721192906398,3.97322417924163,"Insignificant"
"287","Diphenylamine","Strawberries",20,0.298142396999972,0.812000000000003,5.12432364956558,5.13298955330965,"Insignificant"
"288","Disulfoton (raw)","Apple",21,0.290957186981323,-0.879365079365077,6.74566722002993,6.75193915316499,"Insignificant"
"289","Disulfoton (raw)","Avocado",20,0.298142396999972,5.84666666666667,11.3707012441461,11.374609253619,"Insignificant"
"290","Disulfoton (raw)","Carrot",18,0.314269680527355,2.79259259259259,3.8499523052059,3.86275784698691,"Insignificant"
"291","Disulfoton (raw)","Onion",21,0.290957186981323,0.467936507936513,5.54971855904928,5.55734038631,"Insignificant"
"292","Disulfoton (raw)","Orange",21,0.290957186981323,4.94412698412699,8.16418043139678,8.16936339019499,"Insignificant"
"293","Disulfoton (raw)","Spinach",14,0.356348322549899,6.22285714285715,7.78732949158443,7.79547848034261,"Insignificant"
"294","Disulfoton (raw)","Strawberries",21,0.290957186981323,-0.245714285714283,6.32035381770296,6.3270473734285,"Insignificant"
"295","Endosulfan sulfate","Apple",19,0.305887645160749,6.59157894736843,9.30068916658112,9.30571793172463,"Insignificant"
"296","Endosulfan sulfate","Avocado",21,0.290957186981323,-13.9339682539683,20.504023443083,20.5060877165576,"Insignificant"
"297","Endosulfan sulfate","Carrot",18,0.314269680527355,5.41925925925926,8.27528611005931,8.28125145346036,"Insignificant"
"298","Endosulfan sulfate","Onion",20,0.298142396999972,-6.81666666666666,11.9443738988805,11.9480942716881,"Insignificant"
"299","Endosulfan sulfate","Orange",21,0.290957186981323,2.8984126984127,24.9765050401605,24.9781996970522,"Insignificant"
"300","Endosulfan sulfate","Spinach",14,0.356348322549899,-16.0428571428571,19.5811422825415,19.5843845248228,"Insignificant"
"301","Endosulfan sulfate","Strawberries",21,0.290957186981323,-2.12825396825397,13.0790991712837,13.0823350827339,"Insignificant"
"302","Endrin","Apple",19,0.305887645160749,-1.71228070175438,5.06445627376996,5.07368550467901,"Insignificant"
"303","Endrin","Avocado",21,0.290957186981323,-1.6215873015873,15.7157571182219,15.7184502379719,"Insignificant"
"304","Endrin","Carrot",21,0.290957186981323,-0.985396825396821,10.0976432055643,10.1018342092679,"Insignificant"
"305","Endrin","Onion",20,0.298142396999972,-2.734,6.61025037789641,6.61697052640923,"Insignificant"
"306","Endrin","Orange",21,0.290957186981323,7.02158730158731,15.175159512947,15.1779485546645,"Insignificant"
"307","Endrin","Spinach",14,0.356348322549899,-0.21619047619047,9.07653336221808,9.08352585742134,"Insignificant"
"308","Endrin","Strawberries",21,0.290957186981323,-4.6895238095238,11.9897016127135,11.993231459726,"Insignificant"
"309","Ethoprophos","Apple",21,0.290957186981323,0.760634920634924,3.63607963777956,3.64770218314643,"Insignificant"
"310","Ethoprophos","Avocado",20,0.298142396999972,2.58666666666667,3.1209205419619,3.13512901140107,"Insignificant"
"311","Ethoprophos","Carrot",21,0.290957186981323,0.280634920634924,2.19697357973484,2.21615635610599,"Insignificant"
"312","Ethoprophos","Onion",17,0.323380833381777,-0.226666666666664,1.9639812173802,1.99042643310948,"Insignificant"
"313","Ethoprophos","Orange",21,0.290957186981323,0.934603174603177,3.58594268966265,3.59772720730756,"Insignificant"
"314","Ethoprophos","Spinach",14,0.356348322549899,0.311428571428575,5.43986577798935,5.45152490680578,"Insignificant"
"315","Ethoprophos","Strawberries",20,0.298142396999972,0.0886666666666684,3.14666748438883,3.16076021649837,"Insignificant"
"316","Fenamiphos (raw)","Apple",21,0.290957186981323,-1.06285714285714,6.8548923555625,6.86106444300046,"Insignificant"
"317","Fenamiphos (raw)","Avocado",21,0.290957186981323,-3.38603174603174,15.4021911723642,15.4049391103863,"Insignificant"
"318","Fenamiphos (raw)","Carrot",18,0.314269680527355,-0.246666666666664,5.66135437270388,5.67007043743128,"Insignificant"
"319","Fenamiphos (raw)","Onion",21,0.290957186981323,2.29396825396826,4.90039359179417,4.90902367473956,"Insignificant"
"320","Fenamiphos (raw)","Orange",21,0.290957186981323,0.172063492063496,7.88068232213645,7.88605160692535,"Insignificant"
"321","Fenamiphos (raw)","Spinach",14,0.356348322549899,3.02380952380953,9.83331741477572,9.83977212676775,"Insignificant"
"322","Fenamiphos (raw)","Strawberries",21,0.290957186981323,-0.312380952380949,9.33719307946315,9.34172525221282,"Insignificant"
"323","Fenarimol","Apple",20,0.298142396999972,-0.181999999999996,3.58709910652047,3.59946786190527,"Insignificant"
"324","Fenarimol","Avocado",20,0.298142396999972,-4.93933333333333,4.01352677740942,4.0245852061885,"Insignificant"
"325","Fenarimol","Carrot",21,0.290957186981323,3.46539682539683,3.00785905332283,3.02189876887234,"Insignificant"
"326","Fenarimol","Onion",21,0.290957186981323,2.00952380952381,3.99298750390597,4.00357406463341,"Insignificant"
"327","Fenarimol","Orange",21,0.290957186981323,0.581587301587305,4.91415818709885,4.92276413943292,"Insignificant"
"328","Fenarimol","Spinach",12,0.384900179459751,4.01555555555556,2.63032714228114,2.65833952375708,"Insignificant"
"329","Fenarimol","Strawberries",21,0.290957186981323,3.29396825396826,5.46566897593491,5.47340784513208,"Insignificant"
"330","Fenitrothion","Apple",19,0.305887645160749,3.19087719298246,5.28992903428621,5.29876555805654,"Insignificant"
"331","Fenitrothion","Avocado",20,0.298142396999972,-0.987333333333329,5.78768278733239,5.79535684282448,"Insignificant"
"332","Fenitrothion","Carrot",21,0.290957186981323,-0.317460317460313,4.73015972302109,4.73909981852536,"Insignificant"
"333","Fenitrothion","Onion",20,0.298142396999972,-1.46,6.10990567590213,6.11717551303786,"Insignificant"
"334","Fenitrothion","Orange",19,0.305887645160749,-6.95649122807017,4.72574214874238,4.73563154266273,"Insignificant"
"335","Fenitrothion","Spinach",13,0.369800130816819,1.7825641025641,4.97186568936133,4.98559931901879,"Insignificant"
"336","Fenitrothion","Strawberries",21,0.290957186981323,-4.44126984126984,6.45879920695536,6.46534943219802,"Insignificant"
"337","Fenoxycarb","Apple",21,0.290957186981323,-1.5663492063492,5.27954816088165,5.28755944342235,"Insignificant"
"338","Fenoxycarb","Avocado",20,0.298142396999972,-4.228,5.49026468540356,5.49835386317381,"Insignificant"
"339","Fenoxycarb","Carrot",18,0.314269680527355,-0.60444444444444,5.46028704744749,5.46932354799217,"Insignificant"
"340","Fenoxycarb","Onion",21,0.290957186981323,1.7136507936508,5.09973876289124,5.1080320608226,"Insignificant"
"341","Fenoxycarb","Orange",21,0.290957186981323,2.65333333333334,5.31550185777411,5.32345903381026,"Insignificant"
"342","Fenoxycarb","Spinach",14,0.356348322549899,-1.38666666666666,4.97601495037191,4.98875825364478,"Insignificant"
"343","Fenoxycarb","Strawberries",21,0.290957186981323,-3.66666666666666,7.89695637571843,7.90231460299171,"Insignificant"
"344","Fenthion (raw)","Apple",21,0.290957186981323,0.817142857142863,4.39380805297059,4.40343108166862,"Insignificant"
"345","Fenthion (raw)","Avocado",21,0.290957186981323,4.33015873015873,60.2501930146857,60.2508955484608,"Insignificant"
"346","Fenthion (raw)","Carrot",14,0.356348322549899,-1.88380952380952,1.8060065295728,1.84082690979997,"Insignificant"
"347","Fenthion (raw)","Onion",21,0.290957186981323,-0.113650793650788,5.31734874462431,5.32530316100537,"Insignificant"
"348","Fenthion (raw)","Orange",21,0.290957186981323,-2.34984126984127,4.52185783797747,4.53120893267287,"Insignificant"
"349","Fenthion (raw)","Spinach",14,0.356348322549899,0.634285714285718,6.62863348882573,6.63820503270019,"Insignificant"
"350","Fenthion (raw)","Strawberries",21,0.290957186981323,-2.94031746031746,5.02350850222807,5.03192743952193,"Insignificant"
"351","Fenthion-oxon","Apple",18,0.314269680527355,2.33925925925927,3.34142773201934,3.35617411950076,"Insignificant"
"352","Fenthion-oxon","Avocado",21,0.290957186981323,-30.0577777777778,10.9037496778419,10.9076309582646,"Significant"
"353","Fenthion-oxon","Carrot",21,0.290957186981323,2.61460317460318,5.79229818870527,5.7996012269409,"Insignificant"
"354","Fenthion-oxon","Onion",17,0.323380833381777,-3.70117647058823,3.41831686595588,3.43357908886298,"Insignificant"
"355","Fenthion-oxon","Orange",16,0.333333333333333,-4.245,3.27920451058214,3.29610274920751,"Insignificant"
"356","Fenthion-oxon","Spinach",12,0.384900179459751,-6.78888888888889,3.46099224790628,3.48232903215872,"Insignificant"
"357","Fenthion-oxon","Strawberries",20,0.298142396999972,-1.508,4.86599255124501,4.87511768039099,"Insignificant"
"358","Fenthion-oxon-sulfone","Apple",18,0.314269680527355,-5.00074074074074,14.8171125037383,14.8204449454305,"Insignificant"
"359","Fenthion-oxon-sulfone","Avocado",21,0.290957186981323,-100,0,0.290957186981323,"Significant"
"360","Fenthion-oxon-sulfone","Carrot",18,0.314269680527355,1.09703703703704,20.605915924719,20.6083123163612,"Insignificant"
"361","Fenthion-oxon-sulfone","Onion",21,0.290957186981323,-25.3473015873016,52.0662155296188,52.0670284888755,"Insignificant"
"362","Fenthion-oxon-sulfone","Orange",21,0.290957186981323,-31.5136507936508,22.3747781095084,22.3766698043831,"Insignificant"
"363","Fenthion-oxon-sulfone","Spinach",13,0.369800130816819,-26.4276923076923,13.0894738162512,13.0946965189376,"Significant"
"364","Fenthion-oxon-sulfone","Strawberries",17,0.323380833381777,-22.8713725490196,24.0690889552815,24.0712612528021,"Insignificant"
"365","Fenvalerate","Apple",20,0.298142396999972,-0.0179999999999949,4.72254916790443,4.73195092241707,"Insignificant"
"366","Fenvalerate","Avocado",21,0.290957186981323,1.62857142857143,13.150444545567,13.1536629054681,"Insignificant"
"367","Fenvalerate","Carrot",21,0.290957186981323,4.61968253968254,7.02805124758097,7.0340713973687,"Insignificant"
"368","Fenvalerate","Onion",21,0.290957186981323,0.797460317460319,5.59615204153333,5.6037107131448,"Insignificant"
"369","Fenvalerate","Orange",21,0.290957186981323,-4.04253968253968,8.81070219832184,8.81550505145164,"Insignificant"
"370","Fenvalerate","Spinach",12,0.384900179459751,2.69333333333334,4.96464103496523,4.97953901021056,"Insignificant"
"371","Fenvalerate","Strawberries",19,0.305887645160749,-6.45614035087719,4.99303332718376,5.00239433250016,"Insignificant"
"372","Fipronil (raw)","Apple",21,0.290957186981323,4.17714285714286,11.3714192550014,11.3751409642989,"Insignificant"
"373","Fipronil (raw)","Avocado",21,0.290957186981323,4.75428571428572,15.134981743661,15.1377781878851,"Insignificant"
"374","Fipronil (raw)","Carrot",21,0.290957186981323,1.27238095238096,5.59274382499892,5.60030709664386,"Insignificant"
"375","Fipronil (raw)","Onion",20,0.298142396999972,2.94933333333334,5.5290486052785,5.53708112351815,"Insignificant"
"376","Fipronil (raw)","Orange",21,0.290957186981323,-0.314920634920632,9.30336949826051,9.30791814026209,"Insignificant"
"377","Fipronil (raw)","Spinach",14,0.356348322549899,1.40380952380953,4.86948405577788,4.88250541182077,"Insignificant"
"378","Fipronil (raw)","Strawberries",21,0.290957186981323,-0.311746031746029,8.79788103396669,8.80269088247945,"Insignificant"
"379","Fipronil-sulfide","Apple",21,0.290957186981323,2.68698412698413,5.32808177956527,5.33602019621286,"Insignificant"
"380","Fipronil-sulfide","Avocado",21,0.290957186981323,6.61079365079366,9.84738441892972,9.85168188579168,"Insignificant"
"381","Fipronil-sulfide","Carrot",21,0.290957186981323,-0.631746031746027,3.50822139473799,3.52026610345773,"Insignificant"
"382","Fipronil-sulfide","Onion",21,0.290957186981323,3.81904761904762,3.67366500965651,3.68516901753918,"Insignificant"
"383","Fipronil-sulfide","Orange",21,0.290957186981323,-1.21587301587301,4.79178856711747,4.80061389372378,"Insignificant"
"384","Fipronil-sulfide","Spinach",13,0.369800130816819,2.93435897435898,4.96863186039201,4.98237440392176,"Insignificant"
"385","Fipronil-sulfide","Strawberries",21,0.290957186981323,2.84190476190477,3.56463440098679,3.57648913004842,"Insignificant"
"386","Fipronil-sulfone","Apple",21,0.290957186981323,0.996825396825401,4.75827962330347,4.76716698450988,"Insignificant"
"387","Fipronil-sulfone","Avocado",21,0.290957186981323,-0.00380952380952149,10.0307191658488,10.0349381198283,"Insignificant"
"388","Fipronil-sulfone","Carrot",21,0.290957186981323,3.73142857142858,6.14627805816284,6.1531609805782,"Insignificant"
"389","Fipronil-sulfone","Onion",20,0.298142396999972,0.534000000000003,3.72978898169229,3.74168608208146,"Insignificant"
"390","Fipronil-sulfone","Orange",21,0.290957186981323,-2.51619047619047,5.44878072861915,5.45654355001658,"Insignificant"
"391","Fipronil-sulfone","Spinach",14,0.356348322549899,1.97809523809524,4.32652437723552,4.34117464677445,"Insignificant"
"392","Fipronil-sulfone","Strawberries",21,0.290957186981323,0.807619047619051,5.12362817876997,5.13188287073485,"Insignificant"
"393","Fipronyl-desulfonyl","Apple",21,0.290957186981323,0.975238095238099,7.25849973566841,7.26432890894641,"Insignificant"
"394","Fipronyl-desulfonyl","Avocado",21,0.290957186981323,4.66158730158731,9.29661584897355,9.30116779377957,"Insignificant"
"395","Fipronyl-desulfonyl","Carrot",21,0.290957186981323,-1.13714285714285,5.25465151458044,5.26270069682275,"Insignificant"
"396","Fipronyl-desulfonyl","Onion",21,0.290957186981323,1.96317460317461,4.80503792055686,4.8138389568665,"Insignificant"
"397","Fipronyl-desulfonyl","Orange",21,0.290957186981323,-0.860952380952378,5.61690238307133,5.62443316838315,"Insignificant"
"398","Fipronyl-desulfonyl","Spinach",13,0.369800130816819,4.44307692307693,5.39181589378556,5.40448247006416,"Insignificant"
"399","Fipronyl-desulfonyl","Strawberries",21,0.290957186981323,3.3968253968254,4.68338510958218,4.69241432200015,"Insignificant"
"400","Fludioxonil","Apple",19,0.305887645160749,0.750175438596493,5.6858912972422,5.69411337220436,"Insignificant"
"401","Fludioxonil","Avocado",18,0.314269680527355,-0.669629629629626,3.0294607662908,3.04571797226763,"Insignificant"
"402","Fludioxonil","Carrot",21,0.290957186981323,-0.297142857142855,10.5005313244254,10.5045615891333,"Insignificant"
"403","Fludioxonil","Onion",21,0.290957186981323,-0.288253968253963,6.4693567960422,6.47589634252691,"Insignificant"
"404","Fludioxonil","Orange",20,0.298142396999972,1.184,5.37847318494474,5.38673024107004,"Insignificant"
"405","Fludioxonil","Spinach",14,0.356348322549899,6.83142857142858,8.10345349131828,8.1112848928479,"Insignificant"
"406","Fludioxonil","Strawberries",21,0.290957186981323,-4.35492063492063,8.65739450277735,8.66228235867289,"Insignificant"
"407","Flusilazole","Apple",21,0.290957186981323,-1.68888888888888,5.43288641652067,5.44067191617643,"Insignificant"
"408","Flusilazole","Avocado",19,0.305887645160749,-7.35438596491228,3.69898835896953,3.71161449119572,"Insignificant"
"409","Flusilazole","Carrot",21,0.290957186981323,3.90730158730159,5.2539195547544,5.26196985666839,"Insignificant"
"410","Flusilazole","Onion",21,0.290957186981323,2.14349206349207,4.52161997471782,4.53097156031941,"Insignificant"
"411","Flusilazole","Orange",21,0.290957186981323,2.98603174603175,6.31462144717829,6.32132107283122,"Insignificant"
"412","Flusilazole","Spinach",13,0.369800130816819,3.72307692307693,3.60560121393924,3.62451545047228,"Insignificant"
"413","Flusilazole","Strawberries",21,0.290957186981323,1.30603174603175,7.26597363813364,7.27179682023013,"Insignificant"
"414","Heptachlor (raw)","Apple",20,0.298142396999972,0.592000000000005,5.46410962875817,5.4722374696258,"Insignificant"
"415","Heptachlor (raw)","Avocado",19,0.305887645160749,5.28701754385965,7.50195282352147,7.50818642668147,"Insignificant"
"416","Heptachlor (raw)","Carrot",21,0.290957186981323,-0.219047619047617,5.49277759555998,5.50047832455886,"Insignificant"
"417","Heptachlor (raw)","Onion",21,0.290957186981323,1.54603174603175,3.91644845052357,3.92724134097518,"Insignificant"
"418","Heptachlor (raw)","Orange",21,0.290957186981323,-1.90412698412698,3.98595449390899,3.99655968454987,"Insignificant"
"419","Heptachlor (raw)","Spinach",14,0.356348322549899,-6.0647619047619,5.00842601378229,5.02108705984225,"Insignificant"
"420","Heptachlor (raw)","Strawberries",20,0.298142396999972,-4.374,4.14462628201191,4.15533583557728,"Insignificant"
"421","Heptachlor-endo-epoxide","Apple",21,0.290957186981323,-7.1879365079365,9.41314060686741,9.41763623046209,"Insignificant"
"422","Heptachlor-endo-epoxide","Avocado",20,0.298142396999972,-5.81333333333333,34.3068378092158,34.3081332828926,"Insignificant"
"423","Heptachlor-endo-epoxide","Carrot",20,0.298142396999972,6.28800000000001,29.4535315330111,29.4550404626266,"Insignificant"
"424","Heptachlor-endo-epoxide","Onion",21,0.290957186981323,-2.40888888888889,17.2783406267736,17.2807902278649,"Insignificant"
"425","Heptachlor-endo-epoxide","Orange",21,0.290957186981323,-8.95301587301587,28.3931089038787,28.3945996504999,"Insignificant"
"426","Heptachlor-endo-epoxide","Spinach",14,0.356348322549899,4.45809523809524,31.0818550336384,31.0838977037806,"Insignificant"
"427","Heptachlor-endo-epoxide","Strawberries",20,0.298142396999972,-16.8706666666667,21.5319395996732,21.5340036178335,"Insignificant"
"428","Heptachlor-exo-epoxide","Apple",21,0.290957186981323,1.02031746031746,8.69752518470768,8.70239050050505,"Insignificant"
"429","Heptachlor-exo-epoxide","Avocado",21,0.290957186981323,-2.95555555555555,13.9896268448897,13.9926521912008,"Insignificant"
"430","Heptachlor-exo-epoxide","Carrot",21,0.290957186981323,1.15047619047619,6.03343741030989,6.04044891285267,"Insignificant"
"431","Heptachlor-exo-epoxide","Onion",19,0.305887645160749,4.36421052631579,7.15903166447597,7.16556359433307,"Insignificant"
"432","Heptachlor-exo-epoxide","Orange",19,0.305887645160749,3.31508771929825,6.53883096060634,6.54598178907076,"Insignificant"
"433","Heptachlor-exo-epoxide","Spinach",12,0.384900179459751,-6.68666666666666,9.92942937316982,9.93688662634911,"Insignificant"
"434","Heptachlor-exo-epoxide","Strawberries",21,0.290957186981323,2.1415873015873,10.8942957356921,10.8981803830445,"Insignificant"
"435","Hexachlorobenzene","Apple",21,0.290957186981323,-0.00380952380952139,5.0224387929144,5.03085952032329,"Insignificant"
"436","Hexachlorobenzene","Avocado",21,0.290957186981323,6.52571428571429,8.92126106823576,8.92600443268292,"Insignificant"
"437","Hexachlorobenzene","Carrot",20,0.298142396999972,-3.39333333333333,3.17960018083116,3.19354758831466,"Insignificant"
"438","Hexachlorobenzene","Onion",20,0.298142396999972,1.68466666666667,3.29550826684475,3.30896715392145,"Insignificant"
"439","Hexachlorobenzene","Orange",21,0.290957186981323,-0.655238095238089,4.56399101316534,4.57325595751102,"Insignificant"
"440","Hexachlorobenzene","Spinach",14,0.356348322549899,3.62,4.49732228023606,4.51141793888483,"Insignificant"
"441","Hexachlorobenzene","Strawberries",21,0.290957186981323,-1.65206349206349,4.39438207970516,4.40400385411843,"Insignificant"
"442","Hexaconazole","Apple",21,0.290957186981323,-0.365714285714279,8.30488003410961,8.30997523856771,"Insignificant"
"443","Hexaconazole","Avocado",21,0.290957186981323,-100,0,0.290957186981323,"Significant"
"444","Hexaconazole","Carrot",19,0.305887645160749,-2.52280701754385,5.72030488516192,5.72847756656769,"Insignificant"
"445","Hexaconazole","Onion",21,0.290957186981323,4.12253968253969,7.13715239704354,7.14308059756296,"Insignificant"
"446","Hexaconazole","Orange",21,0.290957186981323,6.0368253968254,10.4317412244335,10.4357980556449,"Insignificant"
"447","Hexaconazole","Spinach",14,0.356348322549899,3.77142857142857,14.7113016450889,14.7156168820672,"Insignificant"
"448","Hexaconazole","Strawberries",21,0.290957186981323,2.62857142857143,9.45195315332754,9.45643032530534,"Insignificant"
"449","Indoxacarb","Apple",21,0.290957186981323,2.82666666666667,7.11705557095067,7.12300049730843,"Insignificant"
"450","Indoxacarb","Avocado",21,0.290957186981323,-27.9238095238095,10.037585493518,10.0418015626848,"Significant"
"451","Indoxacarb","Carrot",21,0.290957186981323,16.0431746031746,18.5020882447898,18.5043758474218,"Insignificant"
"452","Indoxacarb","Onion",21,0.290957186981323,-3.02222222222222,7.5436428963829,7.54925189888404,"Insignificant"
"453","Indoxacarb","Orange",21,0.290957186981323,-6.30349206349206,9.30413805645343,9.30868632290299,"Insignificant"
"454","Indoxacarb","Spinach",12,0.384900179459751,-1.50555555555555,5.52157336187544,5.53497249665439,"Insignificant"
"455","Indoxacarb","Strawberries",19,0.305887645160749,-2.6378947368421,6.00039383589402,6.00818553619118,"Insignificant"
"456","Iprodione","Apple",21,0.290957186981323,-1.70730158730158,14.7354088892122,14.7382811486595,"Insignificant"
"457","Iprodione","Avocado",21,0.290957186981323,-7.67238095238095,22.9737576170643,22.9755999950442,"Insignificant"
"458","Iprodione","Carrot",21,0.290957186981323,7.53777777777778,17.6704641620899,17.6728594117749,"Insignificant"
"459","Iprodione","Onion",20,0.298142396999972,-6.68333333333333,15.494084515413,15.4969527281866,"Insignificant"
"460","Iprodione","Orange",18,0.314269680527355,-8.21703703703703,22.4996075750496,22.5018022936681,"Insignificant"
"461","Iprodione","Spinach",13,0.369800130816819,-6.52307692307692,15.0399656755382,15.0445112801353,"Insignificant"
"462","Iprodione","Strawberries",21,0.290957186981323,-1.44444444444444,24.8905252239869,24.892225734365,"Insignificant"
"463","Kresoxim-methyl","Apple",21,0.290957186981323,-1.99047619047619,3.83882654027884,3.84983704733139,"Insignificant"
"464","Kresoxim-methyl","Avocado",21,0.290957186981323,-3.15301587301587,5.8686384853693,5.87584664168609,"Insignificant"
"465","Kresoxim-methyl","Carrot",21,0.290957186981323,3.03174603174604,5.49834961289372,5.50604254889704,"Insignificant"
"466","Kresoxim-methyl","Onion",17,0.323380833381777,1.18666666666667,3.01198716243391,3.02929725019935,"Insignificant"
"467","Kresoxim-methyl","Orange",21,0.290957186981323,1.56444444444445,6.05758343211524,6.06456701848476,"Insignificant"
"468","Kresoxim-methyl","Spinach",14,0.356348322549899,7.76666666666667,7.00856569937053,7.01761906128976,"Insignificant"
"469","Kresoxim-methyl","Strawberries",21,0.290957186981323,2.21777777777778,4.78177527857749,4.79061905180018,"Insignificant"
