Compound,Matrix,Repeatability,Reproducibility,Precision,u_ref,av_bias,sd_bias,UoB,Significance,MU,pct_MU
Dichlorvos,Carrot,0.0018191350639664926,0.0023696294092990506,0.004739258818598101,0.290957186981323,1.24698412698413,2.95849096383085,2.97276384324838,Insignificant,0.006507269404446142,8.67635920592819
Dichlorvos,Onion,0.00169751545800288,0.002178074260210883,0.004356148520421766,0.290957186981323,1.58857142857143,2.72772525730966,2.74319907480685,Insignificant,0.00599229484847169,7.98972646462892
Dichlorvos,Orange,0.0016636482190731888,0.0020693623520828077,0.0041387247041656154,0.290957186981323,3.22666666666667,2.60866930743541,2.62484506975395,Insignificant,0.005712365391617285,7.616487188823048
Dichlorvos,Spinach,0.0017606073086404296,NaN,NaN,0.356348322549899,1.89714285714286,2.25543781909406,2.28341496070773,Insignificant,NaN,NaN
Dichlorvos,Strawberries,0.0015086991137642455,0.0017591243183319775,0.003518248636663955,0.290957186981323,1.11492063492064,2.25053663206692,2.26926666941795,Insignificant,0.00489536604427933,6.527154725705774
Dicloran,Apple,0.004326841657624964,0.004357562196838932,0.008715124393677864,0.290957186981323,-1.08380952380952,5.79782509851892,5.80512118371977,Insignificant,0.012319785513637849,16.426380684850464
Dicloran,Avocado,0.006062594787346056,NaN,NaN,0.290957186981323,0.41460317460318,7.74241409927524,7.74787920461543,Insignificant,NaN,NaN
Dicloran,Carrot,0.002092549898894905,0.002147211924244799,0.004294423848489598,0.290957186981323,-2.75809523809524,2.84128073066992,2.85613940050766,Insignificant,0.006066013831959484,8.088018442612647
Dicloran,Onion,0.0036988065428283554,0.00407858910845972,0.00815717821691944,0.290957186981323,1.59111111111111,5.29129655748563,5.29929007923848,Insignificant,0.011389693849546379,15.186258466061838
Dicloran,Orange,0.004029791636663194,NaN,NaN,0.290957186981323,-0.902857142857141,5.12857813148963,5.1368248690655,Insignificant,NaN,NaN
Dicloran,Spinach,0.0020407748295100756,0.004960978446118987,0.009921956892237974,0.356348322549899,-0.195238095238091,5.19391782930597,5.20612778795974,Insignificant,0.012626507961297273,16.835343948396364
Dicloran,Strawberries,0.00689588570689362,0.007029804334374598,0.014059608668749196,0.290957186981323,-3.37968253968254,9.31986420411096,9.32440479964941,Insignificant,0.01983173660753764,26.442315476716853
Dicofol (raw),Apple,0.0035839580850723636,0.0036260687845009196,0.007252137569001839,0.290957186981323,-5.08126984126984,4.81798280475121,4.82676023762673,Insignificant,0.010247591507309433,13.663455343079244
Dicofol (raw),Avocado,0.004765424247007627,0.017987938192248813,0.035975876384497625,0.290957186981323,-10.4260317460317,20.3659377834398,20.3680160517316,Insignificant,0.04719840947395097,62.93121263193463
Dicofol (raw),Carrot,0.0021792123959510383,0.0039052022690130644,0.007810404538026129,0.290957186981323,-0.0177777777777707,4.6380289555578,4.6471462939366,Insignificant,0.010468684185294189,13.958245580392251
Dicofol (raw),Onion,0.002606379840509798,0.004528332275493804,0.009056664550987609,0.290957186981323,-0.0799999999999962,5.39827462147758,5.40610996683798,Insignificant,0.012156550866902654,16.20873448920354
Dicofol (raw),Orange,0.00234160235464982,0.0026249583087068267,0.0052499166174136535,0.290957186981323,-0.319365079365075,3.39102469256838,3.40348417805409,Insignificant,0.007322906508203638,9.763875344271518
Dicofol (raw),Spinach,0.0025342548449292976,NaN,NaN,0.356348322549899,-2.51047619047619,3.29395168521302,3.31317096321664,Insignificant,NaN,NaN
Dicofol (raw),Strawberries,0.0048114516174088936,NaN,NaN,0.305887645160749,-2.50175438596491,4.31850273670627,4.3293224802966,Insignificant,NaN,NaN
Dieldrin (raw),Apple,0.00579718390857503,0.009837316465281335,0.01967463293056267,0.290957186981323,6.05460317460318,11.7623247171349,11.76592277877,Insignificant,0.026430556054183447,35.24074140557793
Dieldrin (raw),Avocado,0.01253827929259225,0.015634351916979018,0.031268703833958036,0.290957186981323,5.79301587301588,19.6984198436987,19.7005685304582,Insignificant,0.043023072187004054,57.364096249338736
Dieldrin (raw),Carrot,0.01030902332448433,0.013743811965642535,0.02748762393128507,0.290957186981323,9.34095238095239,17.0805904511153,17.0830684083213,Insignificant,0.03757911292773383,50.105483903645116
Dieldrin (raw),Onion,0.006941738037705472,NaN,NaN,0.305887645160749,10.0035087719298,5.97931552646641,5.98713465829058,Insignificant,NaN,NaN
Dieldrin (raw),Orange,0.008716358730789455,0.010920513026497644,0.021841026052995288,0.290957186981323,1.53968253968254,13.7451597098664,13.7482388521,Insignificant,0.030038509949729543,40.05134659963939
Dieldrin (raw),Spinach,0.007804202469854058,0.01045306165480639,0.02090612330961278,0.356348322549899,-10.3142857142857,12.4326503853521,12.4377562177179,Insignificant,0.02802027830397729,37.36037107196972
Dieldrin (raw),Strawberries,0.010037316643248103,0.010126595515507361,0.020253191031014722,0.290957186981323,5.22222222222223,13.4665262918976,13.469669129382,Insignificant,0.028607931006323833,38.14390800843178
Difenoconazole,Apple,0.0027478077842250175,NaN,NaN,0.290957186981323,1.81269841269842,3.56550754047219,3.57735937610692,Insignificant,NaN,NaN
Difenoconazole,Avocado,0.004059337071532423,0.013146433028032518,0.026292866056065036,0.290957186981323,-12.1536507936508,14.9620887543879,14.9649175065831,Insignificant,0.034571657559257424,46.09554341234323
Difenoconazole,Carrot,0.0016204766102737805,0.0025478505012796054,0.005095701002559211,0.290957186981323,1.21142857142858,3.07877691650228,3.09249468653438,Insignificant,0.006890870505714828,9.187827340953104
Difenoconazole,Onion,0.002315690441795322,0.0023981428472145405,0.004796285694429081,0.290957186981323,0.949841269841275,3.16494382540819,3.17828971345368,Insignificant,0.006762602224257861,9.01680296567715
Difenoconazole,Orange,0.003565458852012853,0.0035684484709458688,0.0071368969418917376,0.290957186981323,-1.74920634920635,4.75673579776462,4.76562603803441,Insignificant,0.01010126125350516,13.468348338006882
Difenoconazole,Spinach,0.0019396428242628183,NaN,NaN,0.356348322549899,3.14857142857143,2.4847699215182,2.51019236112806,Insignificant,NaN,NaN
Difenoconazole,Strawberries,0.0030351454555767048,NaN,NaN,0.344265186329548,-2.44888888888888,1.37072953966108,1.41330038895416,Insignificant,NaN,NaN
Dimethoate (raw),Apple,0.004773484468211247,0.00746378016059653,0.01492756032119306,0.290957186981323,2.19301587301588,9.02652448834125,9.03121256660923,Insignificant,0.020158084187125485,26.877445582833982
Dimethoate (raw),Avocado,0.005397980662997529,0.008700851393167588,0.017401702786335176,0.290957186981323,-10.4298412698413,10.4762019451597,10.4802415659384,Insignificant,0.023450992564172993,31.26799008556399
Dimethoate (raw),Carrot,0.0034058080643848015,NaN,NaN,0.298142396999972,0.384666666666671,3.88992226203537,3.90133106690105,Insignificant,NaN,NaN
Dimethoate (raw),Onion,0.003817334522561896,0.004796580060012429,0.009593160120024858,0.290957186981323,-2.9968253968254,6.03348273076453,6.0404941807016,Insignificant,0.013195671770296031,17.594229027061377
Dimethoate (raw),Orange,0.006142741619437905,0.006624862981512111,0.013249725963024222,0.290957186981323,-4.58349206349206,8.64532233678296,8.65021701412944,Insignificant,0.018544926812370834,24.726569083161113
Dimethoate (raw),Spinach,0.004044075031097076,NaN,NaN,0.356348322549899,0.260952380952384,5.1823572217309,5.19459435380767,Insignificant,NaN,NaN
Dimethoate (raw),Strawberries,0.002995596238713893,0.004733391371685951,0.009466782743371902,0.290957186981323,-3.79174603174603,5.71556545458177,5.72296641177148,Insignificant,0.012779387729789688,17.039183639719585
Dimethomorph,Apple,0.0029242410492785454,0.0035834877359552245,0.007166975471910449,0.323380833381777,1.01254901960785,2.52789535027872,2.54849564750648,Insignificant,0.008122739997194593,10.830319996259457
Dimethomorph,Avocado,0.005426409406561493,0.015413348530581213,0.030826697061162426,0.290957186981323,-19.3250793650794,17.6450783701244,17.6474770653623,Insignificant,0.04063262859991683,54.17683813322245
Dimethomorph,Carrot,0.0030704448775432766,0.003244513002878913,0.006489026005757826,0.298142396999972,1.75866666666667,3.78269349253671,3.79442471889593,Insignificant,0.008631465178924167,11.508620238565557
Dimethomorph,Onion,0.0025310553668067555,0.002809111874562765,0.00561822374912553,0.290957186981323,0.496507936507941,3.63822888477202,3.6498445860948,Insignificant,0.007844584786729667,10.459446382306224
Dimethomorph,Orange,0.004386465294263454,0.0047871616148330125,0.009574323229666025,0.290957186981323,-4.36825396825397,6.22741819332036,6.23421153307725,Insignificant,0.01338337777036192,17.844503693815895
Dimethomorph,Spinach,0.002869679341635494,NaN,NaN,0.356348322549899,-1.49238095238095,3.67908001984597,3.69629732562384,Insignificant,NaN,NaN
Dimethomorph,Strawberries,0.00332859711142077,0.0037939328579473016,0.007587865715894603,0.290957186981323,-1.26920634920635,4.88073149171104,4.88939627958667,Insignificant,0.010552944947967352,14.070593263956468
Diphenylamine,Apple,0.0031708491176629847,0.004056423561321417,0.008112847122642835,0.314269680527355,-2.68296296296296,3.21807170144976,3.23338072422202,Insignificant,0.00945206210188326,12.60274946917768
Diphenylamine,Avocado,0.0027390833827720135,0.004896471379757992,0.009792942759515984,0.290957186981323,2.28761904761905,5.81699818948811,5.82427025653549,Insignificant,0.013123509703534932,17.49801293804658
Diphenylamine,Carrot,0.0019435950979465612,0.0024552061858357207,0.004910412371671441,0.290957186981323,-0.938412698412695,3.08484316529988,3.09853407906924,Insignificant,0.006761228061377551,9.014970748503401
Diphenylamine,Onion,0.002200792065208728,0.0037562590849041714,0.007512518169808343,0.290957186981323,-0.484444444444441,4.48794599558186,4.49736760159933,Insignificant,0.010096887578630849,13.462516771507799
Diphenylamine,Orange,0.002743312214233354,0.0039295121817338324,0.007859024363467665,0.290957186981323,3.96063492063492,4.81967721591483,4.8284515685947,Insignificant,0.01068740563390731,14.249874178543081
Diphenylamine,Spinach,0.0016728724939314283,0.0037362944100227625,0.007472588820045525,0.356348322549899,2.89714285714286,3.95721192906398,3.97322417924163,Insignificant,0.009558202342758684,12.744269790344912
Diphenylamine,Strawberries,0.0040684016595577245,0.004636710436664057,0.009273420873328114,0.298142396999972,0.812000000000003,5.12432364956558,5.13298955330965,Insignificant,0.012053148702361804,16.07086493648241
Disulfoton (raw),Apple,0.0039078758489483265,0.005479124886677566,0.010958249773355131,0.290957186981323,-0.879365079365077,6.74566722002993,6.75193915316499,Insignificant,0.014921721527133962,19.895628702845283
Disulfoton (raw),Avocado,0.008943686608928681,0.010596334079216606,0.021192668158433212,0.298142396999972,5.84666666666667,11.3707012441461,11.374609253619,Insignificant,0.027207316827218147,36.276422436290865
Disulfoton (raw),Carrot,0.003769846108601739,0.0047873743389487,0.0095747486778974,0.314269680527355,2.79259259259259,3.8499523052059,3.86275784698691,Insignificant,0.011191417835106089,14.921890446808117
Disulfoton (raw),Onion,0.0043481541422130355,NaN,NaN,0.290957186981323,0.467936507936513,5.54971855904928,5.55734038631,Insignificant,NaN,NaN
Disulfoton (raw),Orange,0.005870565398259191,0.0062282449674165566,0.012456489934833113,0.290957186981323,4.94412698412699,8.16418043139678,8.16936339019499,Insignificant,0.01747357325932448,23.29809767909931
Disulfoton (raw),Spinach,0.0035544318412772677,0.0072471114583533185,0.014494222916706637,0.356348322549899,6.22285714285715,7.78732949158443,7.79547848034261,Insignificant,0.01862293850654414,24.830584675392185
Disulfoton (raw),Strawberries,0.004859097832523206,NaN,NaN,0.290957186981323,-0.245714285714283,6.32035381770296,6.3270473734285,Insignificant,NaN,NaN
Endosulfan sulfate,Apple,0.009389660473601999,0.011763926267385807,0.023527852534771614,0.305887645160749,6.59157894736843,9.30068916658112,9.30571793172463,Insignificant,0.02735693173409268,36.475908978790244
Endosulfan sulfate,Avocado,0.009747331991492907,0.01723701500824774,0.03447403001649548,0.290957186981323,-13.9339682539683,20.504023443083,20.5060877165576,Insignificant,0.046201546736189786,61.60206231491972
Endosulfan sulfate,Carrot,0.00808629420490338,0.011118108964152829,0.022236217928305657,0.314269680527355,5.41925925925926,8.27528611005931,8.28125145346036,Insignificant,0.025470618768197218,33.96082502426296
Endosulfan sulfate,Onion,0.00994849410316129,NaN,NaN,0.298142396999972,-6.81666666666666,11.9443738988805,11.9480942716881,Insignificant,NaN,NaN
Endosulfan sulfate,Orange,0.013646680159111213,0.020529854600848323,0.041059709201696645,0.290957186981323,2.8984126984127,24.9765050401605,24.9781996970522,Insignificant,0.05558505424091969,74.11340565455959
Endosulfan sulfate,Spinach,0.012104249155525824,0.01658178841810669,0.03316357683621338,0.356348322549899,-16.0428571428571,19.5811422825415,19.5843845248228,Insignificant,0.04430356748962431,59.071423319499075
Endosulfan sulfate,Strawberries,0.009020964735653543,0.010128425581594842,0.020256851163189683,0.290957186981323,-2.12825396825397,13.0790991712837,13.0823350827339,Insignificant,0.028203224537022575,37.604299382696766
Endrin,Apple,0.0052899570916734315,NaN,NaN,0.305887645160749,-1.71228070175438,5.06445627376996,5.07368550467901,Insignificant,NaN,NaN
Endrin,Avocado,0.010630525304704761,0.012249003124786127,0.024498006249572254,0.290957186981323,-1.6215873015873,15.7157571182219,15.7184502379719,Insignificant,0.034000868892458895,45.33449185661186
Endrin,Carrot,0.006092823387018275,0.008125541740181303,0.016251083480362607,0.290957186981323,-0.985396825396821,10.0976432055643,10.1018342092679,Insignificant,0.022219441637148955,29.625922182865274
Endrin,Onion,0.005864109697105139,NaN,NaN,0.298142396999972,-2.734,6.61025037789641,6.61697052640923,Insignificant,NaN,NaN
Endrin,Orange,0.011632573109284864,NaN,NaN,0.290957186981323,7.02158730158731,15.175159512947,15.1779485546645,Insignificant,NaN,NaN
Endrin,Spinach,0.006880390354374621,NaN,NaN,0.356348322549899,-0.21619047619047,9.07653336221808,9.0835258574213391,Insignificant,NaN,NaN
Endrin,Strawberries,0.008793880899229944,0.009075975276017688,0.018151950552035376,0.290957186981323,-4.6895238095238,11.9897016127135,11.993231459726,Insignificant,0.025556367323003884,34.075156430671846
Ethoprophos,Apple,0.002333135365751552,0.0028794341139061538,0.0057588682278123075,0.290957186981323,0.760634920634924,3.63607963777956,3.64770218314643,Insignificant,0.007943705590176497,10.591607453568662
